air_wait,air_vcost,air_travel,air_gcost,train_wait,train_vcost,train_travel,train_gcost,bus_wait,bus_vcost,bus_travel,bus_gcost,car_wait,car_vcost,car_travel,car_gcost,income,size,travel_y
0.760765550239234,0.177033492822967,0.279904306220096,0.145933014354067,0.38755980861244,0.299043062200957,0.330143540669856,0.200956937799043,0.313397129186603,0.248803827751196,0.308612440191388,0.162679425837321,0.5,0.222488038277512,0.00717703349282297,0.00239234449760766,0.535885167464115,0.270334928229665,3
0.397129186602871,0.0933014354066986,0.0406698564593301,0.0813397129186603,0.763157894736842,0.299043062200957,0.217703349282297,0.354066985645933,0.772727272727273,0.248803827751196,0.196172248803828,0.370813397129187,0.5,0.248803827751196,0.0669856459330144,0.22488038277512,0.437799043062201,0.681818181818182,3
0.760765550239234,0.87799043062201,0.504784688995215,0.791866028708134,0.38755980861244,0.978468899521531,0.811004784688995,0.822966507177033,0.313397129186603,0.944976076555024,0.767942583732057,0.760765550239234,0.5,0.674641148325359,0.648325358851675,0.569377990430622,0.619617224880383,0.270334928229665,3
0.397129186602871,0.0334928229665072,0.0406698564593301,0.0215311004784689,0.763157894736842,0.19377990430622,0.217703349282297,0.303827751196172,0.772727272727273,0.155502392344498,0.196172248803828,0.315789473684211,0.5,0.0574162679425837,0.00717703349282297,0.0119617224880383,0.952153110047847,0.868421052631579,3
0.397129186602871,0.253588516746411,0.602870813397129,0.356459330143541,0.763157894736842,0.370813397129187,0.409090909090909,0.409090909090909,0.772727272727273,0.337320574162679,0.404306220095694,0.413875598086124,0.5,0.155502392344498,0.578947368421053,0.545454545454545,0.700956937799043,0.681818181818182,3
0.760765550239234,0.177033492822967,0.279904306220096,0.145933014354067,0.583732057416268,0.0885167464114833,0.157894736842105,0.0645933014354067,0.313397129186603,0.0358851674641148,0.308612440191388,0.0574162679425837,0.5,0.284688995215311,0.0980861244019139,0.0741626794258373,0.270334928229665,0.270334928229665,1
0.145933014354067,0.976076555023923,0.421052631578947,0.966507177033493,0.38755980861244,0.995215311004785,0.923444976076555,0.913875598086124,0.313397129186603,0.990430622009569,0.916267942583732,0.818181818181818,0.5,0.813397129186603,0.69377990430622,0.657894736842105,0.700956937799043,0.270334928229665,0
0.760765550239234,0.921052631578947,0.672248803827751,0.873205741626794,0.38755980861244,0.550239234449761,0.796650717703349,0.600478468899522,0.313397129186603,0.904306220095694,0.760765550239234,0.73444976076555,0.5,0.956937799043062,0.677033492822967,0.729665071770335,0.174641148325359,0.270334928229665,3
0.760765550239234,0.177033492822967,0.279904306220096,0.145933014354067,0.38755980861244,0.299043062200957,0.330143540669856,0.200956937799043,0.313397129186603,0.248803827751196,0.308612440191388,0.162679425837321,0.5,0.543062200956938,0.0263157894736842,0.0430622009569378,0.619617224880383,0.270334928229665,3
0.760765550239234,0.0933014354066986,0.0406698564593301,0.0502392344497608,0.38755980861244,0.299043062200957,0.232057416267943,0.148325358851675,0.313397129186603,0.248803827751196,0.212918660287081,0.124401913875598,0.5,0.117224880382775,0.0263157894736842,0.00239234449760766,0.952153110047847,0.681818181818182,3
0.397129186602871,0.0933014354066986,0.0406698564593301,0.0813397129186603,0.763157894736842,0.0406698564593301,0.232057416267943,0.169856459330144,0.772727272727273,0.0358851674641148,0.212918660287081,0.255980861244019,0.5,0.0239234449760766,0.0263157894736842,0.0215311004784689,0.208133971291866,0.681818181818182,3
0.397129186602871,0.322966507177034,0.351674641148325,0.327751196172249,0.763157894736842,0.425837320574163,0.313397129186603,0.392344497607655,0.772727272727273,0.399521531100478,0.284688995215311,0.406698564593301,0.5,0.0861244019138756,0.062200956937799,0.0885167464114833,0.535885167464115,0.681818181818182,3
0.397129186602871,0.0119617224880383,0.394736842105263,0.0382775119617225,0.763157894736842,0.165071770334928,0.356459330143541,0.330143540669856,0.772727272727273,0.12200956937799,0.342105263157895,0.332535885167464,0.5,0.0574162679425837,0.0502392344497608,0.0526315789473684,0.777511961722488,0.952153110047847,3
0.397129186602871,0.0933014354066986,0.212918660287081,0.222488038277512,0.763157894736842,0.299043062200957,0.248803827751196,0.373205741626794,0.772727272727273,0.248803827751196,0.227272727272727,0.38755980861244,0.5,0.478468899521531,0.105263157894737,0.385167464114833,0.619617224880383,0.270334928229665,3
0.397129186602871,0.516746411483254,0.799043062200957,0.578947368421053,0.763157894736842,0.686602870813397,0.930622009569378,0.91866028708134,0.772727272727273,0.863636363636364,0.925837320574163,0.944976076555024,0.5,0.543062200956938,0.990430622009569,0.985645933014354,0.342105263157895,0.952153110047847,3
0.760765550239234,0.253588516746411,0.511961722488038,0.260765550239234,0.117224880382775,0.0789473684210526,0.105263157894737,0.0502392344497608,0.313397129186603,0.248803827751196,0.38755980861244,0.22488038277512,0.5,0.452153110047847,0.385167464114833,0.260765550239234,0.342105263157895,0.270334928229665,1
0.760765550239234,0.294258373205742,0.0956937799043062,0.110047846889952,0.0885167464114833,0.471291866028708,0.00239234449760766,0.102870813397129,0.313397129186603,0.337320574162679,0.117224880382775,0.124401913875598,0.5,0.370813397129187,0.251196172248804,0.160287081339713,0.342105263157895,0.270334928229665,1
0.760765550239234,0.385167464114833,0.160287081339713,0.294258373205742,0.117224880382775,0.105263157894737,0.0550239234449761,0.0334928229665072,0.313397129186603,0.12200956937799,0.196172248803828,0.0789473684210526,0.5,0.543062200956938,0.322966507177034,0.289473684210526,0.062200956937799,0.270334928229665,1
0.760765550239234,0.177033492822967,0.65311004784689,0.284688995215311,0.947368421052632,0.069377990430622,0.069377990430622,0.0215311004784689,0.313397129186603,0.0717703349282297,0.411483253588517,0.0789473684210526,0.5,0.502392344497608,0.42822966507177,0.411483253588517,0.270334928229665,0.270334928229665,1
0.397129186602871,0.0933014354066986,0.200956937799043,0.222488038277512,0.0454545454545455,0.203349282296651,0.069377990430622,0.27511961722488,0.772727272727273,0.248803827751196,0.0526315789473684,0.294258373205742,0.5,0.191387559808612,0.277511961722488,0.361244019138756,1,0.681818181818182,1
0.760765550239234,0.294258373205742,0.076555023923445,0.110047846889952,0.117224880382775,0.105263157894737,0.069377990430622,0.0334928229665072,0.313397129186603,0.0885167464114833,0.160287081339713,0.0574162679425837,0.5,0.370813397129187,0.217703349282297,0.160287081339713,0.062200956937799,0.270334928229665,1
0.397129186602871,0.322966507177034,0.956937799043062,0.485645933014354,0.947368421052632,0.526315789473684,0.435406698564593,0.478468899521531,0.772727272727273,0.100478468899522,0.5311004784689,0.514354066985646,0.5,0.370813397129187,0.478468899521531,0.538277511961722,0.138755980861244,0.681818181818182,1
0.985645933014354,0.956937799043062,0.327751196172249,0.952153110047847,0.38755980861244,0.717703349282297,0.461722488038278,0.521531100478469,0.313397129186603,0.521531100478469,0.461722488038278,0.447368421052632,0.5,0.770334928229665,0.507177033492823,0.511961722488038,0.777511961722488,0.270334928229665,0
0.174641148325359,0.911483253588517,0.370813397129187,0.825358851674641,0.38755980861244,0.686602870813397,0.461722488038278,0.504784688995215,0.313397129186603,0.4688995215311,0.461722488038278,0.42822966507177,0.5,0.770334928229665,0.507177033492823,0.511961722488038,0.777511961722488,0.270334928229665,0
0.0239234449760766,0.543062200956938,0.00478468899521531,0.440191387559809,0.38755980861244,0.0191387559808612,0.272727272727273,0.0502392344497608,0.313397129186603,0.00478468899521531,0.246411483253589,0.0311004784688995,0.5,0.191387559808612,0.126794258373206,0.0526315789473684,0.232057416267943,0.681818181818182,0
0.0741626794258373,0.543062200956938,0.58133971291866,0.562200956937799,0.763157894736842,0.892344497607656,0.880382775119617,0.9688995215311,0.772727272727273,0.794258373205742,0.856459330143541,0.906698564593301,0.5,1,0.894736842105263,0.990430622009569,0.861244019138756,0.270334928229665,0
0.966507177033493,0.452153110047847,0.370813397129187,0.38755980861244,0.38755980861244,0.686602870813397,0.535885167464115,0.547846889952153,0.313397129186603,0.4688995215311,0.54066985645933,0.473684210526316,0.5,0.866028708133971,0.5311004784689,0.58133971291866,0.700956937799043,0.270334928229665,0
0.145933014354067,0.543062200956938,0.58133971291866,0.562200956937799,0.763157894736842,0.480861244019139,0.559808612440191,0.54066985645933,0.772727272727273,0.607655502392344,0.564593301435407,0.65311004784689,0.5,0.619617224880383,0.566985645933014,0.614832535885168,0.232057416267943,0.681818181818182,0
0.397129186602871,0.437799043062201,0.834928229665072,0.511961722488038,0.985645933014354,0.507177033492823,0.0885167464114833,0.397129186602871,0.772727272727273,0.155502392344498,0.0430622009569378,0.27511961722488,0.5,0.191387559808612,0.303827751196172,0.385167464114833,0.102870813397129,0.681818181818182,1
0.760765550239234,0.177033492822967,0.279904306220096,0.145933014354067,0.00478468899521531,0.00239234449760766,0.0215311004784689,0,0.313397129186603,0.0358851674641148,0.308612440191388,0.0574162679425837,0.5,0.370813397129187,0.0980861244019139,0.0885167464114833,0.062200956937799,0.270334928229665,1
0.760765550239234,0.177033492822967,0.311004784688995,0.145933014354067,0.0119617224880383,0.0574162679425837,0.0550239234449761,0.0119617224880383,0.313397129186603,0.248803827751196,0.330143540669856,0.162679425837321,0.5,0.370813397129187,0.133971291866029,0.105263157894737,0.270334928229665,0.270334928229665,1
0.760765550239234,0.34688995215311,0.181818181818182,0.260765550239234,0.0885167464114833,0.370813397129187,0.105263157894737,0.117224880382775,0.313397129186603,0.41866028708134,0.227272727272727,0.255980861244019,0.5,0.583732057416268,0.322966507177034,0.315789473684211,0.700956937799043,0.270334928229665,1
