price.beach,price.pier,price.boat,price.charter,catch.beach,catch.pier,catch.boat,catch.charter,income,fishing_y
0.784081287044877,0.784081287044877,0.925486875529212,0.920406435224386,0.196020321761219,0.262489415749365,0.863674851820491,0.577476714648603,0.895850973751058,3
0.165961049957663,0.165961049957663,0.200677392040644,0.119390347163421,0.44030482641829,0.168924640135478,0.573666384419983,0.516088060965284,0.0740897544453853,3
0.792548687552921,0.792548687552921,0.407281964436918,0.464860287891617,0.867061812023709,0.890770533446232,0.781117696867062,0.780270956816257,0.527519051651143,2
0.168501270110076,0.168501270110076,0.670194750211685,0.665114309906859,0.196020321761219,0.430567315834039,0.61727349703641,0.577476714648603,0.190939881456393,1
0.647756138865368,0.647756138865368,0.570702794242168,0.576629974597799,0.196020321761219,0.262489415749365,0.542760372565622,0.422946655376799,0.663844199830652,2
0.841659610499577,0.841659610499577,0.458933107535986,0.52116850127011,0.867061812023709,0.890770533446232,0.660880609652837,0.441574936494496,0.663844199830652,3
0.386960203217612,0.386960203217612,0.954276037256562,0.954276037256562,0.196020321761219,0.430567315834039,0.61727349703641,0.577476714648603,0.945808636748518,0
0.168501270110076,0.168501270110076,0.377222692633362,0.437764606265876,0.196020321761219,0.430567315834039,0.10965283657917,0.216342082980525,0.190939881456393,3
0.301439458086367,0.301439458086367,0.515664690939881,0.404318374259102,0.610922946655377,0.660457239627434,0.25952582557155,0.257832345469941,0.527519051651143,2
0.25571549534293,0.25571549534293,0.457239627434378,0.295512277730737,0.610922946655377,0.660457239627434,0.25952582557155,0.257832345469941,0.356900931414056,2
0.301439458086367,0.301439458086367,0.407281964436918,0.320491109229467,0.44030482641829,0.168924640135478,0.573666384419983,0.516088060965284,0.527519051651143,1
0.945808636748518,0.945808636748518,0.313293818797629,0.389500423370025,0.867061812023709,0.890770533446232,0.781117696867062,0.780270956816257,0.895850973751058,2
0.187976291278577,0.187976291278577,0.0300592718035563,0.00804403048264183,0.44030482641829,0.168924640135478,0.0465707027942422,0.0779000846740051,0.0740897544453853,1
0.168501270110076,0.168501270110076,0.670194750211685,0.665114309906859,0.196020321761219,0.430567315834039,0.0135478408128704,0.0258255715495343,0.190939881456393,1
0.498729889923793,0.498729889923793,0.76545300592718,0.702794242167655,0.610922946655377,0.660457239627434,0.696443691786621,0.647332768839966,0.945808636748518,0
0.292125317527519,0.292125317527519,0.88653683319221,0.883149872988992,0.196020321761219,0.430567315834039,0.61727349703641,0.577476714648603,0.767146486028789,1
0.370448772226926,0.370448772226926,0.499153259949196,0.455122777307367,0.44030482641829,0.168924640135478,0.573666384419983,0.516088060965284,0.767146486028789,0
0.288314987298899,0.288314987298899,0.120237087214225,0.0732430143945809,0.44030482641829,0.12108382726503,0.465707027942422,0.404741744284505,0.356900931414056,1
0.85774767146486,0.85774767146486,0.206604572396274,0.291278577476715,0.867061812023709,0.0842506350550381,0.330651989839119,0.47883149872989,0.663844199830652,2
0.378492802709568,0.378492802709568,0.206604572396274,0.144369178662151,0.44030482641829,0.168924640135478,0.573666384419983,0.516088060965284,0.663844199830652,2
0.965707027942422,0.965707027942422,0.333192209991533,0.406858594411516,0.867061812023709,0.890770533446232,0.209991532599492,0.164267569856054,0.926333615580017,3
0.572396274343776,0.572396274343776,0.36917866215072,0.261642675698561,0.44030482641829,0.168924640135478,0.0465707027942422,0.0779000846740051,0.945808636748518,3
0.632514817950889,0.632514817950889,0.281117696867062,0.355207451312447,0.867061812023709,0.890770533446232,0.660880609652837,0.441574936494496,0.190939881456393,2
0.25571549534293,0.25571549534293,0.358171041490262,0.256138865368332,0.44030482641829,0.12108382726503,0.465707027942422,0.404741744284505,0.356900931414056,3
0.288314987298899,0.288314987298899,0.508467400508044,0.558001693480102,0.196020321761219,0.430567315834039,0.431837425910246,0.690093141405589,0.356900931414056,3
0.461049957662997,0.461049957662997,0.327688399661304,0.399661303979678,0.867061812023709,0.890770533446232,0.781117696867062,0.780270956816257,0.0740897544453853,0
0.384419983065199,0.384419983065199,0.623624047417443,0.592718035563082,0.44030482641829,0.168924640135478,0.573666384419983,0.516088060965284,0.663844199830652,1
0.494072819644369,0.494072819644369,0.761642675698561,0.782811176968671,0.196020321761219,0.430567315834039,0.511854360711262,0.866638441998307,0.895850973751058,2
0.476291278577477,0.476291278577477,0.200677392040644,0.287468247248095,0.867061812023709,0.890770533446232,0.209991532599492,0.164267569856054,0.0740897544453853,3
0.721422523285351,0.721422523285351,0.358171041490262,0.420829805249788,0.867061812023709,0.890770533446232,0.209991532599492,0.164267569856054,0.356900931414056,3
0.25571549534293,0.25571549534293,0.358171041490262,0.256138865368332,0.44030482641829,0.168924640135478,0.0465707027942422,0.0779000846740051,0.356900931414056,3
0.378492802709568,0.378492802709568,0.206604572396274,0.144369178662151,0.44030482641829,0.12108382726503,0.465707027942422,0.404741744284505,0.663844199830652,3
0.288314987298899,0.288314987298899,0.120237087214225,0.0732430143945809,0.44030482641829,0.168924640135478,0.0465707027942422,0.0779000846740051,0.356900931414056,2
0.0977984758679085,0.0977984758679085,0.779000846740051,0.775613886536833,0.196020321761219,0.430567315834039,0.0135478408128704,0.0258255715495343,0.527519051651143,0
0.237933954276037,0.237933954276037,0.0766299745977985,0.0368331922099915,0.44030482641829,0.12108382726503,0.465707027942422,0.404741744284505,0.190939881456393,1
0.750635055038103,0.750635055038103,0.120237087214225,0.243437764606266,0.867061812023709,0.0842506350550381,0.330651989839119,0.47883149872989,0.356900931414056,3
0.693056731583404,0.693056731583404,0.986875529212532,0.983488569009314,0.196020321761219,0.430567315834039,0.0135478408128704,0.0258255715495343,0.987298899237934,1
0.235393734123624,0.235393734123624,0.787468247248095,0.762912785774767,0.610922946655377,0.660457239627434,0.389923793395428,0.116426756985605,0.0740897544453853,2
0.674005080440305,0.674005080440305,0.426333615580017,0.475444538526672,0.867061812023709,0.890770533446232,0.209991532599492,0.164267569856054,0.190939881456393,3
0.275613886536833,0.275613886536833,0.725232853513971,0.726079593564776,0.196020321761219,0.430567315834039,0.61727349703641,0.577476714648603,0.356900931414056,1
0.118543607112616,0.118543607112616,0.606265876375953,0.610922946655377,0.196020321761219,0.430567315834039,0.61727349703641,0.577476714648603,0.356900931414056,2
0.118543607112616,0.118543607112616,0.656646909398815,0.68458933107536,0.196020321761219,0.430567315834039,0.511854360711262,0.866638441998307,0.356900931414056,3
0.88653683319221,0.88653683319221,0.270110076206605,0.34801016088061,0.867061812023709,0.890770533446232,0.781117696867062,0.780270956816257,0.663844199830652,2
0.42506350550381,0.42506350550381,0.952582557154953,0.946655376799323,0.610922946655377,0.660457239627434,0.986028789161727,0.986028789161727,0.527519051651143,3
0.88653683319221,0.88653683319221,0.270110076206605,0.34801016088061,0.867061812023709,0.890770533446232,0.781117696867062,0.780270956816257,0.663844199830652,3
0.201524132091448,0.201524132091448,0.804826418289585,0.806096528365792,0.196020321761219,0.430567315834039,0.0135478408128704,0.0258255715495343,0.842506350550381,1
0.959779847586791,0.959779847586791,0.39415749364945,0.45004233700254,0.867061812023709,0.890770533446232,0.781117696867062,0.780270956816257,0.895850973751058,3
0.546570702794242,0.546570702794242,0.317104149026249,0.393310753598645,0.867061812023709,0.890770533446232,0.781117696867062,0.780270956816257,0.0740897544453853,3
0.225656223539373,0.225656223539373,0.806096528365792,0.808636748518205,0.196020321761219,0.430567315834039,0.61727349703641,0.577476714648603,0.527519051651143,0
0.127857747671465,0.127857747671465,0.814140558848434,0.814563928873836,0.196020321761219,0.430567315834039,0.61727349703641,0.577476714648603,0.663844199830652,0
0.814140558848434,0.814140558848434,0.150719729043184,0.264606265876376,0.867061812023709,0.890770533446232,0.209991532599492,0.164267569856054,0.527519051651143,3
0.0537679932260796,0.0537679932260796,0.618543607112616,0.62108382726503,0.196020321761219,0.430567315834039,0.61727349703641,0.577476714648603,0.190939881456393,1
0.814140558848434,0.814140558848434,0.150719729043184,0.264606265876376,0.867061812023709,0.890770533446232,0.781117696867062,0.780270956816257,0.527519051651143,2
0.476291278577477,0.476291278577477,0.200677392040644,0.287468247248095,0.867061812023709,0.0842506350550381,0.330651989839119,0.47883149872989,0.0740897544453853,2
0.335309060118544,0.335309060118544,0.458933107535986,0.403048264182896,0.44030482641829,0.12108382726503,0.465707027942422,0.404741744284505,0.663844199830652,3
0.20956816257409,0.20956816257409,0.281117696867062,0.191363251481795,0.44030482641829,0.168924640135478,0.0465707027942422,0.0779000846740051,0.190939881456393,3
0.750635055038103,0.750635055038103,0.120237087214225,0.243437764606266,0.867061812023709,0.890770533446232,0.209991532599492,0.164267569856054,0.356900931414056,3
0.237933954276037,0.237933954276037,0.0766299745977985,0.0368331922099915,0.44030482641829,0.12108382726503,0.465707027942422,0.404741744284505,0.190939881456393,2
0.898391193903472,0.898391193903472,0.250635055038103,0.316680779000847,0.867061812023709,0.890770533446232,0.209991532599492,0.164267569856054,0.767146486028789,2
0.750635055038103,0.750635055038103,0.120237087214225,0.243437764606266,0.867061812023709,0.890770533446232,0.781117696867062,0.780270956816257,0.356900931414056,3
0.0537679932260796,0.0537679932260796,0.618543607112616,0.62108382726503,0.196020321761219,0.430567315834039,0.0135478408128704,0.0258255715495343,0.190939881456393,1
0.597798475867909,0.597798475867909,0.814140558848434,0.805249788314987,0.196020321761219,0.262489415749365,0.863674851820491,0.577476714648603,0.663844199830652,1
0.814140558848434,0.814140558848434,0.150719729043184,0.264606265876376,0.867061812023709,0.0842506350550381,0.330651989839119,0.47883149872989,0.527519051651143,3
0.331498729889924,0.331498729889924,0.150719729043184,0.104149026248942,0.44030482641829,0.168924640135478,0.573666384419983,0.516088060965284,0.527519051651143,2
0.0977984758679085,0.0977984758679085,0.779000846740051,0.775613886536833,0.196020321761219,0.430567315834039,0.61727349703641,0.577476714648603,0.527519051651143,1
0.527942421676545,0.527942421676545,0.0300592718035563,0.190093141405588,0.867061812023709,0.890770533446232,0.781117696867062,0.780270956816257,0.0740897544453853,3
0.814140558848434,0.814140558848434,0.150719729043184,0.264606265876376,0.867061812023709,0.890770533446232,0.781117696867062,0.780270956816257,0.527519051651143,2
0.814140558848434,0.814140558848434,0.150719729043184,0.264606265876376,0.867061812023709,0.890770533446232,0.660880609652837,0.441574936494496,0.527519051651143,3
0.898391193903472,0.898391193903472,0.250635055038103,0.316680779000847,0.867061812023709,0.890770533446232,0.781117696867062,0.780270956816257,0.767146486028789,2
0.288314987298899,0.288314987298899,0.120237087214225,0.0732430143945809,0.44030482641829,0.168924640135478,0.573666384419983,0.516088060965284,0.356900931414056,1
0.288314987298899,0.288314987298899,0.120237087214225,0.0732430143945809,0.44030482641829,0.168924640135478,0.0465707027942422,0.0779000846740051,0.356900931414056,2
0.0537679932260796,0.0537679932260796,0.428027095681626,0.477138018628281,0.196020321761219,0.430567315834039,0.10965283657917,0.216342082980525,0.190939881456393,3
0.965707027942422,0.965707027942422,0.333192209991533,0.406858594411516,0.867061812023709,0.890770533446232,0.660880609652837,0.441574936494496,0.926333615580017,3
0.898391193903472,0.898391193903472,0.250635055038103,0.316680779000847,0.867061812023709,0.0842506350550381,0.330651989839119,0.47883149872989,0.767146486028789,2
0.44623200677392,0.44623200677392,0.263336155800169,0.186282811176969,0.44030482641829,0.168924640135478,0.0465707027942422,0.0779000846740051,0.842506350550381,2
0.0977984758679085,0.0977984758679085,0.779000846740051,0.775613886536833,0.196020321761219,0.430567315834039,0.61727349703641,0.577476714648603,0.527519051651143,0
0.227773073666384,0.227773073666384,0.856900931414056,0.856900931414056,0.196020321761219,0.430567315834039,0.61727349703641,0.577476714648603,0.926333615580017,0
0.294665537679932,0.294665537679932,0.507197290431837,0.462320067739204,0.196020321761219,0.262489415749365,0.863674851820491,0.577476714648603,0.0740897544453853,2
0.750635055038103,0.750635055038103,0.120237087214225,0.243437764606266,0.867061812023709,0.0842506350550381,0.330651989839119,0.47883149872989,0.356900931414056,3
0.665537679932261,0.665537679932261,0.0766299745977985,0.21930567315834,0.867061812023709,0.890770533446232,0.781117696867062,0.780270956816257,0.190939881456393,2
0.527942421676545,0.527942421676545,0.0300592718035563,0.190093141405588,0.867061812023709,0.890770533446232,0.209991532599492,0.164267569856054,0.0740897544453853,3
0.0791701947502117,0.0791701947502117,0.704487722269263,0.699407281964437,0.196020321761219,0.430567315834039,0.0135478408128704,0.0258255715495343,0.356900931414056,0
0.814140558848434,0.814140558848434,0.150719729043184,0.264606265876376,0.867061812023709,0.890770533446232,0.660880609652837,0.441574936494496,0.527519051651143,2
0.187976291278577,0.187976291278577,0.0300592718035563,0.00804403048264183,0.44030482641829,0.168924640135478,0.573666384419983,0.516088060965284,0.0740897544453853,2
0.288314987298899,0.288314987298899,0.495766299745978,0.391193903471634,0.610922946655377,0.00169348010160881,0.480101608806097,0.39034716342083,0.356900931414056,3
0.0906011854360711,0.0906011854360711,0.55969517358171,0.530059271803556,0.610922946655377,0.660457239627434,0.927603725656224,0.927603725656224,0.0143945808636749,2
0.322184589331075,0.322184589331075,0.655376799322608,0.683319220999153,0.196020321761219,0.430567315834039,0.431837425910246,0.690093141405589,0.842506350550381,3
0.225656223539373,0.225656223539373,0.515664690939881,0.563082133784928,0.196020321761219,0.430567315834039,0.511854360711262,0.866638441998307,0.527519051651143,2
0.632514817950889,0.632514817950889,0.281117696867062,0.355207451312447,0.867061812023709,0.890770533446232,0.781117696867062,0.780270956816257,0.190939881456393,1
0.637595258255716,0.637595258255716,0.840812870448772,0.816257408975445,0.610922946655377,0.660457239627434,0.696443691786621,0.647332768839966,0.987298899237934,1
0.792548687552921,0.792548687552921,0.407281964436918,0.464860287891617,0.867061812023709,0.890770533446232,0.209991532599492,0.164267569856054,0.527519051651143,3
0.370448772226926,0.370448772226926,0.499153259949196,0.455122777307367,0.44030482641829,0.168924640135478,0.573666384419983,0.516088060965284,0.767146486028789,3
