x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,waveform_y
0.113922784556911,0.0396079215843169,0.0177035407081416,0.194638927785557,0.384176835367073,0.570714142828566,0.207141428285657,0.0907181436287257,0.0483096619323865,0.0860172034406881,0.0794158831766353,0.770854170834167,0.510802160432086,1,0.805461092218444,0.725545109021804,0.988397679535907,0.943088617723545,0.679535907181436,0.463492698539708,0.297059411882377,2
0.245649129825965,0.975095019003801,0.486797359471894,0.775155031006201,0.713342668533707,0.739347869573915,0.91128225645129,0.855071014202841,0.532406481296259,0.318563712742549,0.416883376675335,0.189037807561512,0.211642328465693,0.342668533706741,0.39377875575115,0.017003400680136,0.423084616923385,0.618423684736947,0.824764952990598,0.595219043808762,0.992998599719944,1
0.450090018003601,0.108621724344869,0.703140628125625,0.860272054410882,0.733646729345869,0.783156631326265,0.842868573714743,0.607321464292859,0.324564912982597,0.285157031406281,0.0272054410882176,0.162332466493299,0.436687337467493,0.0789157831566313,0.307361472294459,0.667333466693339,0.380076015203041,0.418483696739348,0.302260452090418,0.140128025605121,0.462392478495699,0
0.800860172034407,0.479595919183837,0.893178635727145,0.249249849969994,0.50250050010002,0.624424884976995,0.475595119023805,0.952290458091618,0.969893978795759,0.879275855171034,0.764352870574115,0.744348869773955,0.450890178035607,0.257851570314063,0.274354870974195,0.412682536507301,0.471594318863773,0.0328065613122624,0.95879175835167,0.0772154430886177,0.875875175035007,1
0.868173634726945,0.511002200440088,0.423884776955391,0.138327665533107,0.770654130826165,0.332866573314663,0.530606121224245,0.775355071014203,0.96129225845169,0.63252650530106,0.789157831566313,0.872974594918984,0.828165633126625,0.333466693338668,0.365073014602921,0.171034206841368,0.198339667933587,0.285957191438288,0.242948589717944,0.137827565513103,0.252050410082016,1
0.496599319863973,0.662132426485297,0.711342268453691,0.331966393278656,0.0406081216243249,0.297159431886377,0.335367073414683,0.277855571114223,0.524704940988198,0.866073214642929,0.888277655531106,0.789757951590318,0.923984796959392,0.522004400880176,0.47749549909982,0.798159631926385,0.0725145029005801,0.436087217443489,0.588017603520704,0.0236047209441888,0.661532306461292,2
0.80376075215043,0.75495099019804,0.130326065213043,0.632826565313063,0.440388077615523,0.653130626125225,0.674734946989398,0.54130826165233,0.723344668933787,0.921084216843369,0.998599719943989,0.570714142828566,0.81626325265053,0.441088217643529,0.138627725545109,0.45369073814763,0.396679335867173,0.429585917183437,0.317663532706541,0.283656731346269,0.752950590118024,1
0.412982596519304,0.114022804560912,0.0539107821564313,0.346669333866773,0.0109021804360872,0.00880176035207041,0.39127825565113,0.154230846169234,0.292258451690338,0.275455091018204,0.593018603720744,0.713442688537708,0.479695939187838,0.808161632326465,0.83996799359872,0.541908381676335,0.484196839367874,0.118323664732947,0.0410082016403281,0.52370474094819,0.229845969193839,2
0.138127625525105,0.0842168433686737,0.0902180436087217,0.254450890178036,0.36877375475095,0.220144028805761,0.114722944588918,0.388177635527105,0.277955591118224,0.224044808961792,0.647229445889178,0.961892378475695,0.626925385077015,0.801160232046409,0.697739547909582,0.904280856171234,0.838667733546709,0.643228645729146,0.963092618523705,0.427085417083417,0.462392478495699,2
0.229045809161832,0.765853170634127,0.0119023804760952,0.625925185037007,0.35497099419884,0.212642528505701,0.20874174834967,0.659031806361272,0.4624924984997,0.82876575315063,0.978095619123825,0.998199639927986,0.142628525705141,0.609421884376875,0.243448689737948,0.0973194638927786,0.399279855971194,0.162132426485297,0.0303060612122424,0.544708941788358,0.935987197439488,2
0.549509901980396,0.0799159831966393,0.738847769553911,0.813062612522504,0.837367473494699,0.723244648929786,0.651930386077215,0.853670734146829,0.237947589517904,0.606021204240848,0.548609721944389,0.45999199839968,0.0692138427685537,0.138327665533107,0.670834166833367,0.551010202040408,0.0877175435087017,0.398879775955191,0.154830966193239,0.229345869173835,0.151130226045209,0
0.900580116023205,0.242848569713943,0.123624724944989,0.987797559511902,0.898579715943189,0.838967793558712,0.878475695139028,0.738647729545909,0.373974794958992,0.238947789557912,0.597419483896779,0.0898179635927185,0.308261652330466,0.213542708541708,0.0826165233046609,0.179135827165433,0.349469893978796,0.610422084416883,0.69123824764953,0.0577115423084617,0.70874174834967,0
0.18253650730146,0.977995599119824,0.677635527105421,0.905581116223245,0.810862172434487,0.786057211442288,0.676135227045409,0.799259851970394,0.590918183636727,0.63252650530106,0.336567313462693,0.303160632126425,0.145529105821164,0.125125025005001,0.487897579515903,0.0328065613122624,0.351970394078816,0.166333266653331,0.556511302260452,0.427085417083417,0.268853770754151,1
0.148329665933187,0.595119023804761,0.617923584716943,0.941788357671534,0.670634126825365,0.731446289257852,0.814762952590518,0.801660332066413,0.896079215843169,0.318563712742549,0.387277455491098,0.452090418083617,0.350070014002801,0.00570114022804561,0.00640128025605121,0.2000400080016,0.213242648529706,0.528305661132226,0.283256651330266,0.272854570914183,0.69003800760152,1
0.968993798759752,0.511002200440088,0.191838367673535,0.447789557911582,0.440388077615523,0.177035407081416,0.402580516103221,0.272654530906181,0.317363472694539,0.354570914182837,0.647229445889178,0.681036207241448,0.595619123824765,0.290558111622324,0.597319463892779,0.667333466693339,0.579315863172635,0.682136427285457,0.943288657731546,0.117423484696939,0.404480896179236,2
0.304260852170434,0.216843368673735,0.404580916183237,0.0188037607521504,0.304360872174435,0.613822764552911,0.0790158031606321,0.364372874574915,0.15123024604921,0.166733346669334,0.0839167833566713,0.390578115623125,0.351870374074815,0.840968193638728,0.76125225045009,0.913482696539308,0.856671334266853,0.348169633926785,0.534106821364273,0.903580716143229,0.653830766153231,0
0.868173634726945,0.0778155631126225,0.00540108021604321,0.420484096819364,0.318263652730546,0.434186837367473,0.42998599719944,0.470594118823765,0.18253650730146,0.272854570914183,0.669133826765353,0.837267453490698,0.977995599119824,0.50750150030006,0.604020804160832,0.646829365873175,0.659131826365273,0.986097219443889,0.107821564312863,0.398279655931186,0.171934386877375,2
0.460792158431686,0.965093018603721,0.173434686937387,0.348469693938788,0.268353670734147,0.019503900780156,0.312562512502501,0.408381676335267,0.655931186237247,0.299259851970394,0.971694338867774,0.942588517703541,0.381476295259052,0.51750350070014,0.519903980796159,0.510402080416083,0.343668733746749,0.753950790158032,0.79505901180236,0.815263052610522,0.767053410682136,2
0.0809161832366473,0.224244848969794,0.154030806161232,0.629925985197039,0.241948389677936,0.404380876175235,0.298159631926385,0.164532906581316,0.0625125025005001,0.161032206441288,0.355471094218844,0.364072814562913,0.548809761952391,0.952890578115623,0.964192838567714,0.995899179835967,0.973294658931786,0.970894178835767,0.789557911582316,0.731646329265853,0.0303060612122424,0
0.142328465693139,0.296559311862372,0.330366073214643,0.0699139827965593,0.492598519703941,0.472994598919784,0.39127825565113,0.67993598719744,0.38377675535107,0.853270654130826,0.665933186637327,0.931486297259452,0.273854770954191,0.364472894578916,0.138627725545109,0.405281056211242,0.622124424884977,0.128425685137027,0.0516103220644129,0.334266853370674,0.0617123424684937,1
0.176435287057411,0.0650130026005201,0.506501300260052,0.1875375075015,0.0629125825165033,0.499099819963993,0.0763152630526105,0.0860172034406881,0.0116023204640928,0.0143028605721144,0.132426485297059,0.334366873374675,0.814362872574515,0.87377475495099,0.994198839767954,0.990398079615923,0.815463092618524,0.974394878975795,0.916783356671334,0.805561112222445,0.540608121624325,2
0.827165433086617,0.646329265853171,0.13252650530106,0.0932186437287457,0.398479695939188,0.289657931586317,0.0472094418883777,0.129225845169034,0.12252450490098,0.0346069213842769,0.235147029405881,0.378675735147029,0.562012402480496,0.463592718543709,0.967193438687738,0.95629125825165,0.962092418483697,0.970894178835767,0.449089817963593,0.95749149829966,0.393278655731146,0
0.6125225045009,0.260952190438088,0.0396079215843169,0.0499099819963993,0.0406081216243249,0.136627325465093,0.00330066013202641,0.0823164632926585,0.609021804360872,0.653630726145229,0.532306461292258,0.679435887177436,0.988997799559912,0.949789957991598,0.846669333866773,0.951190238047609,0.670234046809362,0.962392478495699,0.771954390878176,0.389277855571114,0.389677935587117,2
0.0613122624524905,0.804460892178436,0.870574114822965,0.773654730946189,0.917683536707341,0.920084016803361,0.780256051210242,0.712242448489698,0.93118623724745,0.827165433086617,0.584716943388678,0.278055611122224,0.311462292458492,0.144828965793159,0.0696139227845569,0.282356471294259,0.0326065213042609,0.109621924384877,0.00850170034006801,0.97999599919984,0.407981596319264,1
0.645329065813163,0.711842368473695,0.355071014202841,0.153030606121224,0.335367073414683,0.0617123424684937,0.101620324064813,0.171534306861372,0.464192838567714,0.580116023204641,0.727045409081816,0.778855771154231,0.672234446889378,0.764552910582116,0.647229445889178,0.593518703740748,0.664032806561312,0.46869373874775,0.668233646729346,0.669333866773355,0.825865173034607,2
0.172934586917383,0.418883776755351,0.336467293458692,0.120924184836967,0.807861572314463,0.387277455491098,0.650230046009202,0.825465093018604,0.124524904980996,0.349769953990798,0.245449089817964,0.410682136427285,0.483896779355871,0.48119623924785,0.677635527105421,0.7125425085017,0.542208441688338,0.537607521504301,0.69123824764953,0.266453290658132,0.353070614122825,0
0.633426685337067,0.52250450090018,0.524604920984197,0.738547709541908,0.564512902580516,0.726045209041808,0.535207041408282,0.677935587117424,0.180836167233447,0.567113422684537,0.0776155231046209,0.176135227045409,0.638627725545109,0.445489097819564,0.515303060612122,0.0678135627125425,0.461592318463693,0.250450090018004,0.92628525705141,0.634626925385077,0.211542308461692,0
0.880476095219044,0.306761352270454,0.728945789157832,0.298459691938388,0.275955191038208,0.710642128425685,0.732146429285857,0.945689137827565,0.832066413282657,0.727145429085817,0.973494698939788,0.300860172034407,0.499199839967994,0.236547309461892,0.337167433486697,0.268953790758152,0.415583116623325,0.290858171634327,0.0807161432286457,0.595219043808762,0.558811762352471,1
0.146529305861172,0.788157631526305,0.228645729145829,0.552210442088418,0.244548909781956,0.198439687937588,0.191938387677536,0.217943588717744,0.427585517103421,0.339567913582717,0.701740348069614,0.560312062412483,0.910382076415283,0.788057611522304,0.625525105021004,0.688137627525505,0.223544708941788,0.857371474294859,0.588017603520704,0.851870374074815,0.661532306461292,2
0.835667133426685,0.52250450090018,0.617923584716943,0.411382276455291,0.787357471494299,0.469893978795759,0.306961392278456,0.764352870574115,0.956791358271654,0.822964592918584,0.767653530706141,0.837267453490698,0.514602920584117,0.100520104020804,0.348169633926785,0.313362672534507,0.14252850570114,0.384076815363073,0.739347869573915,0.350170034006801,0.0356071214242849,1
0.233646729345869,0.268653730746149,0.013002600520104,0.0366073214642929,0.352570514102821,0.422884576915383,0.63372674534907,0.54000800160032,0.938987797559512,0.978195639127826,0.951590318063613,0.595919183836767,0.869273854770954,0.867673534706941,0.239847969593919,0.252050410082016,0.301960392078416,0.579815963192639,0.0732146429285857,0.15623124624925,0.24244848969794,2
0.319563912782557,0.547209441888378,0.999099819963993,0.919783956791358,0.869273854770954,0.924884976995399,0.971094218843769,0.7000400080016,0.781656331266253,0.278055611122224,0.0547109421884377,0.22124424884977,0.0191038207641528,0.0022004400880176,0.0019003800760152,0.184936987397479,0.234446889377876,0.268053610722144,0.116723344668934,0.859871974394879,0.699939987997599,0
0.570614122824565,0.835367073414683,0.112822564512903,0.209541908381676,0.96119223844769,0.816763352670534,0.886077215443089,0.788057611522304,0.509201840368074,0.237347469493899,0.0002000400080016,0.0984196839367874,0.128625725145029,0.0422084416883377,0.174534906981396,0.0812162432486497,0.285157031406281,0.449589917983597,0.631926385277055,0.943588717743549,0.484696939387878,0
0.204440888177636,0.720644128825765,0.914182836567313,0.997999599919984,0.986397279455891,0.975595119023805,0.978195639127826,0.862172434486897,0.637827565513103,0.468093618723745,0.0193038607721544,0.0444088817763553,0.0828165633126625,0.0029005801160232,0.0515103020604121,0.0830166033206641,0.361872374474895,0.215143028605721,0.378675735147029,0.120824164832967,0.81126225245049,0
0.625025005001,0.843468693738748,0.119423884776955,0.246349269853971,0.0229045809161832,0.351970394078816,0.0782156431286257,0.184536907381476,0.166533306661332,0.0947189437887578,0.511502300460092,0.400480096019204,0.512802560512102,0.965093018603721,0.838567713542709,0.993498699739948,0.675435087017404,0.764252850570114,0.182936587317463,0.893378675735147,0.971394278855771,2
0.950590118023605,0.19753950790158,0.180836167233447,0.131726345269054,0.448989797959592,0.293958791758352,0.309361872374475,0.288157631526305,0.293458691738348,0.429785957191438,0.647229445889178,0.0427085417083417,0.949489897979596,0.780756151230246,0.755351070214043,0.9624924984997,0.805561112222445,0.997299459891978,0.822364472894579,0.763852770554111,0.177335467093419,2
0.0330066013202641,0.389177835567113,0.692238447689538,0.675435087017404,0.371374274854971,0.179135827165433,0.0932186437287457,0.0567113422684537,0.0941188237647529,0.65623124624925,0.220644128825765,0.507701540308062,0.487897579515903,0.933186637327466,0.83996799359872,0.745249049809962,0.997199439887978,0.960392078415683,0.608821764352871,0.851870374074815,0.245749149829966,2
0.817263452690538,0.861172234446889,0.617923584716943,0.190338067613523,0.465793158631726,0.275455091018204,0.12002400480096,0.691138227645529,0.544408881776355,0.703940788157632,0.36747349469894,0.535707141428286,0.890278055611122,0.728945789157832,0.639727945589118,0.268953790758152,0.762152430486097,0.789157831566313,0.879375875175035,0.915283056611322,0.499099819963993,2
0.179635927185437,0.867673534706941,0.735847169433887,0.845269053810762,0.580216043208642,0.583416683336667,0.786357271454291,0.781056211242248,0.417983596719344,0.181736347269454,0.0803160632126425,0.138427685537107,0.137127425485097,0.807061412282457,0.45499099819964,0.145529105821164,0.407081416283257,0.391478295659132,0.302260452090418,0.722944588917784,0.0721144228845769,0
0.957291458291658,0.858971794358872,0.944388877775555,0.920884176835367,0.505101020204041,0.726045209041808,0.713142628525705,0.850070014002801,0.563512702540508,0.727145429085817,0.391978395679136,0.129425885177035,0.109321864372875,0.269553910782156,0.445289057811562,0.282356471294259,0.666333266653331,0.252950590118024,0.492798559711942,0.0107021404280856,0.28245649129826,1
0.251650330066013,0.559311862372475,0.467593518703741,0.0646129225845169,0.440388077615523,0.903280656131226,0.447289457891578,0.850070014002801,0.927785557111422,0.816663332666533,0.802860572114423,0.749349869973995,0.257251450290058,0.417283456691338,0.535507101420284,0.564312862572514,0.581416283256651,0.638327665533107,0.571014202840568,0.31746349269854,0.978095619123825,1
0.590118023604721,0.583116623324665,0.917983596719344,0.524404880976195,0.294358871774355,0.0473094618923785,0.357171434286857,0.104220844168834,0.130926185237047,0.241948389677936,0.457591518303661,0.334366873374675,0.900580116023205,0.953890778155631,0.831366273254651,0.864772954590918,0.729645929185837,0.706441288257652,0.806061212242449,0.301360272054411,0.746349269853971,0
0.221744348869774,0.379675935187037,0.93378675735147,0.888877775555111,0.724644928985797,0.726045209041808,0.796059211842368,0.766653330666133,0.513202640528106,0.507701540308062,0.128225645129026,0.133426685337067,0.207741548309662,0.22754550910182,0.0127025405081016,0.309861972394479,0.311862372474495,0.179535907181436,0.749749949989998,0.266453290658132,0.757151430286057,1
0.0024004800960192,0.748949789957992,0.351670334066813,0.840868173634727,0.514702940588118,0.7624524904981,0.751050210042008,0.662932586517303,0.838367673534707,0.843568713742749,0.708341668333667,0.630726145229046,0.302860572114423,0.0276055211042208,0.0909181836367274,0.589517903580716,0.453190638127626,0.226445289057812,0.754450890178036,0.158531706341268,0.94748949789958,1
0.52630526105221,0.960492098419684,0.898279655931186,0.360372074414883,0.194538907781556,0.578515703140628,0.195539107821564,0.0823164632926585,0.630326065213043,0.0544108821764353,0.00640128025605121,0.899479895979196,0.78505701140228,0.76125225045009,0.981696339267854,0.933386677335467,0.954190838167634,0.995399079815963,0.824764952990598,0.916483296659332,0.472294458891778,2
