x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,vowel_y
0.337714863498483,0.114256825075834,0.441860465116279,0.954499494438827,0.569261880687563,0.931243680485339,0.199191102123357,0.601617795753286,0.160768452982811,0.0915065722952477,0
0.442871587462083,0.128412537917088,0.422649140546006,0.822042467138524,0.524772497472194,0.974721941354904,0.212841253791709,0.58948432760364,0.300808897876643,0.286147623862487,1
0.879676440849343,0.207280080889788,0.0611729019211325,0.353387259858443,0.27906976744186,0.917087967644085,0.108190091001011,0.682507583417594,0.193124368048534,0.564206268958544,2
0.861476238624874,0.474721941354904,0.0728008088978766,0.723458038422649,0.138018200202224,0.773508594539939,0.11324570273003,0.440849342770475,0.654701718907988,0.0970677451971689,3
0.752275025278059,0.51567239635996,0.324570273003033,0.740141557128413,0.0232558139534884,0.608190091001011,0.812942366026289,0.215369059656218,0.825075834175935,0.342264914054601,4
0.651668351870576,0.507077856420627,0.38675429726997,0.656218402426694,0.0273003033367037,0.663801820020222,0.691102123356926,0.16582406471183,0.805864509605662,0.366531850353893,5
0.390798786653185,0.695652173913043,0.567239635995956,0.736097067745197,0.00303336703741153,0.686552072800809,0.76845298281092,0.546006066734075,0.870576339737108,0.365015166835187,6
0.234074823053589,0.649140546006067,0.808897876643074,0.94994944388271,0.00808897876643074,0.531850353892821,0.170879676440849,0.88169868554095,0.936299292214358,0.413549039433771,7
0.25783619817998,0.575328614762386,0.274014155712841,0.601617795753286,0.298281092012133,0.943377148634985,0.135490394337715,0.856420626895854,0.594034378159757,0.317997977755308,8
0.334681496461072,0.478260869565217,0.109201213346815,0.896865520728008,0.697168857431749,0.922143579373104,0.157229524772497,0.70273003033367,0.732558139534884,0.0829120323559151,9
0.554095045500506,0.448938321536906,0.174418604651163,0.62891809908999,0.228513650151668,0.874620829120324,0.110212335692619,0.687563195146613,0.690596562184024,0.0879676440849343,10
0.333670374115268,0.106673407482305,0.479271991911021,0.935288169868554,0.544994944388271,0.956016177957533,0.218907987866532,0.607684529828109,0.196663296258847,0.0930232558139535,0
0.474216380182002,0.117290192113246,0.311425682507583,0.82103134479272,0.533872598584429,0.971688574317492,0.195146612740142,0.737613751263903,0.213852376137513,0.387765419615773,1
0.876643073811931,0.225480283114257,0.0485338725985844,0.340242669362993,0.280080889787664,0.92618806875632,0.0889787664307381,0.715369059656218,0.146612740141557,0.57381193124368,2
0.853387259858443,0.464105156723964,0.070778564206269,0.71587462082912,0.177957532861476,0.635995955510617,0.256825075834176,0.305864509605662,0.756319514661274,0.111223458038423,3
0.777047522750253,0.590495449949444,0.226996966632963,0.69464105156724,0.0293225480283114,0.746713852376138,0.662285136501517,0.278058645096057,0.840748230535895,0.193124368048534,4
0.661274014155713,0.53943377148635,0.398887765419616,0.644084934277047,0.019211324570273,0.70778564206269,0.711324570273003,0.161779575328615,0.819009100101112,0.301314459049545,5
0.358948432760364,0.666329625884732,0.618806875631951,0.767947421638018,0.00404448938321537,0.544994944388271,0.782608695652174,0.513650151668352,0.88675429726997,0.445399393326593,6
0.229524772497472,0.62639029322548,0.81041456016178,0.951466127401416,0.00505561172901921,0.509100101112235,0.172901921132457,0.900910010111223,0.941860465116279,0.423154701718908,7
0.286147623862487,0.528816986855409,0.151668351870576,0.571284125379171,0.311425682507583,0.906471183013145,0.367542972699697,0.600606673407482,0.877654196157735,0.226491405460061,8
0.325581395348837,0.477249747219414,0.100606673407482,0.915065722952477,0.685035389282103,0.9211324570273,0.161779575328615,0.735085945399393,0.667340748230536,0.127401415571284,9
0.600606673407482,0.420626895854398,0.159757330637007,0.640040444893832,0.201718907987867,0.849342770475228,0.116784630940344,0.841759352881699,0.664812942366026,0.0808897876643074,10
